timestamp_ms,setpoint,adc_reading,control_signal,solenoid_state,local_timestamp
611,21,21,5,1,2025-10-29T15:47:41.304361
621,18,18,5,1,2025-10-29T15:47:41.306287
632,2,2,4,1,2025-10-29T15:47:41.308200
641,9,9,0,0,2025-10-29T15:47:41.311228
651,21,21,2,1,2025-10-29T15:47:41.405390
661,21,21,5,1,2025-10-29T15:47:41.406567
671,22,22,5,1,2025-10-29T15:47:41.470377
681,9,9,5,1,2025-10-29T15:47:41.472163
691,18,18,2,1,2025-10-29T15:47:41.473252
701,17,17,4,1,2025-10-29T15:47:41.478340
711,20,20,4,1,2025-10-29T15:47:41.484143
721,19,19,4,1,2025-10-29T15:47:41.486244
732,3,3,4,1,2025-10-29T15:47:41.487312
741,20,20,0,0,2025-10-29T15:47:41.488387
751,18,18,4,1,2025-10-29T15:47:41.491795
761,18,18,4,1,2025-10-29T15:47:41.498470
771,20,20,4,1,2025-10-29T15:47:41.502704
781,7,7,4,1,2025-10-29T15:47:41.504501
791,17,17,1,1,2025-10-29T15:47:41.593561
801,8,8,4,1,2025-10-29T15:47:41.655852
811,22,22,1,1,2025-10-29T15:47:41.661576
821,23,23,5,1,2025-10-29T15:47:41.665963
832,20,20,5,1,2025-10-29T15:47:41.671328
841,19,19,4,1,2025-10-29T15:47:41.673987
851,4,4,4,1,2025-10-29T15:47:41.675399
861,22,22,0,0,2025-10-29T15:47:41.676656
871,40,40,5,1,2025-10-29T15:47:41.680180
881,8,8,9,1,2025-10-29T15:47:41.685268
891,18,18,1,1,2025-10-29T15:47:41.688563
901,5,5,4,1,2025-10-29T15:47:41.779204
911,7,7,1,1,2025-10-29T15:47:41.837408
921,19,19,1,1,2025-10-29T15:47:41.841548
932,20,20,4,1,2025-10-29T15:47:41.846231
941,9,9,4,1,2025-10-29T15:47:41.851177
951,18,18,2,1,2025-10-29T15:47:41.854409
961,9,9,4,1,2025-10-29T15:47:41.856345
971,20,20,2,1,2025-10-29T15:47:41.862485
981,6,6,4,1,2025-10-29T15:47:41.866477
991,19,19,1,1,2025-10-29T15:47:41.871110
1001,26,26,4,1,2025-10-29T15:47:41.875320
1011,22,22,6,1,2025-10-29T15:47:41.876708
1021,23,23,5,1,2025-10-29T15:47:41.968740
1032,7,7,5,1,2025-10-29T15:47:42.024208
1041,9,9,1,1,2025-10-29T15:47:42.026042
1051,7,7,2,1,2025-10-29T15:47:42.030429
1061,18,18,1,1,2025-10-29T15:47:42.033557
1071,21,21,4,1,2025-10-29T15:47:42.034843
1081,21,21,5,1,2025-10-29T15:47:42.038443
1091,18,18,5,1,2025-10-29T15:47:42.040609
1101,5,5,4,1,2025-10-29T15:47:42.041916
1111,21,21,1,1,2025-10-29T15:47:42.043730
1121,25,25,5,1,2025-10-29T15:47:42.047034
1132,104,104,6,1,2025-10-29T15:47:42.052312
1141,264,264,25,1,2025-10-29T15:47:42.054604
1151,413,413,65,1,2025-10-29T15:47:42.057461
1161,539,539,103,1,2025-10-29T15:47:42.060429
1171,568,568,134,1,2025-10-29T15:47:42.062839
1181,619,619,141,1,2025-10-29T15:47:42.162494
1191,685,685,154,1,2025-10-29T15:47:42.208064
1201,712,712,171,1,2025-10-29T15:47:42.209357
1211,730,730,177,1,2025-10-29T15:47:42.210616
1221,744,744,182,1,2025-10-29T15:47:42.212100
1232,717,717,185,1,2025-10-29T15:47:42.213453
1241,748,748,179,1,2025-10-29T15:47:42.214696
1251,767,767,186,1,2025-10-29T15:47:42.215920
1261,745,745,191,1,2025-10-29T15:47:42.217207
1271,777,777,186,1,2025-10-29T15:47:42.218828
1281,783,783,194,1,2025-10-29T15:47:42.220066
1291,763,763,195,1,2025-10-29T15:47:42.221280
1301,791,791,190,1,2025-10-29T15:47:42.222490
1311,766,766,197,1,2025-10-29T15:47:42.223714
1321,764,764,191,1,2025-10-29T15:47:42.224941
1332,782,782,190,1,2025-10-29T15:47:42.226167
1341,750,750,195,1,2025-10-29T15:47:42.227406
1351,762,762,187,1,2025-10-29T15:47:42.228793
1361,783,783,190,1,2025-10-29T15:47:42.230562
1371,791,791,195,1,2025-10-29T15:47:42.232389
1381,750,750,197,1,2025-10-29T15:47:42.234186
1391,781,781,187,1,2025-10-29T15:47:42.235394
1401,795,795,195,1,2025-10-29T15:47:42.236601
1411,779,779,198,1,2025-10-29T15:47:42.237827
1421,778,778,194,1,2025-10-29T15:47:42.239033
1432,794,794,194,1,2025-10-29T15:47:42.240247
1441,776,776,198,1,2025-10-29T15:47:42.241476
1451,796,796,193,1,2025-10-29T15:47:42.242700
1461,808,808,198,1,2025-10-29T15:47:42.243929
1471,492,492,201,1,2025-10-29T15:47:42.245267
1481,153,153,122,1,2025-10-29T15:47:42.246545
1491,20,20,38,1,2025-10-29T15:47:42.338539
1501,9,9,4,1,2025-10-29T15:47:42.397332
1511,21,21,2,1,2025-10-29T15:47:42.401086
1521,24,24,5,1,2025-10-29T15:47:42.406254
1532,22,22,5,1,2025-10-29T15:47:42.413142
1541,7,7,5,1,2025-10-29T15:47:42.415008
1551,23,23,1,1,2025-10-29T15:47:42.416130
1561,18,18,5,1,2025-10-29T15:47:42.420276
1571,16,16,4,1,2025-10-29T15:47:42.425048
1581,19,19,3,1,2025-10-29T15:47:42.427632
1591,16,16,4,1,2025-10-29T15:47:42.429218
1601,6,6,3,1,2025-10-29T15:47:42.430363
1611,23,23,1,1,2025-10-29T15:47:42.431485
1621,23,23,5,1,2025-10-29T15:47:42.435393
1632,19,19,5,1,2025-10-29T15:47:42.436750
1641,7,7,4,1,2025-10-29T15:47:42.530585
1651,8,8,1,1,2025-10-29T15:47:42.593598
1661,24,24,1,1,2025-10-29T15:47:42.597155
1671,27,27,5,1,2025-10-29T15:47:42.600321
1681,10,10,6,1,2025-10-29T15:47:42.603368
1691,8,8,2,1,2025-10-29T15:47:42.605487
1701,7,7,1,1,2025-10-29T15:47:42.606573
1711,17,17,1,1,2025-10-29T15:47:42.612586
1721,20,20,4,1,2025-10-29T15:47:42.614050
1732,17,17,4,1,2025-10-29T15:47:42.617232
1741,8,8,4,1,2025-10-29T15:47:42.619470
1751,8,8,1,1,2025-10-29T15:47:42.620629
1761,9,9,1,1,2025-10-29T15:47:42.622296
1771,20,20,2,1,2025-10-29T15:47:42.625163
1781,8,8,4,1,2025-10-29T15:47:42.629948
1791,5,5,1,1,2025-10-29T15:47:42.724561
1801,8,8,1,1,2025-10-29T15:47:42.787847
1811,21,21,1,1,2025-10-29T15:47:42.790660
1821,18,18,5,1,2025-10-29T15:47:42.791885
1832,18,18,4,1,2025-10-29T15:47:42.796988
1841,6,6,4,1,2025-10-29T15:47:42.798613
1851,11,11,1,1,2025-10-29T15:47:42.799732
1861,7,7,2,1,2025-10-29T15:47:42.803218
1871,25,25,1,1,2025-10-29T15:47:42.808382
1881,16,16,6,1,2025-10-29T15:47:42.810019
1891,19,19,3,1,2025-10-29T15:47:42.812551
1901,4,4,4,1,2025-10-29T15:47:42.813675
1911,18,18,0,0,2025-10-29T15:47:42.814766
1921,25,25,4,1,2025-10-29T15:47:42.818221
1932,8,8,6,1,2025-10-29T15:47:42.823327
1941,5,5,1,1,2025-10-29T15:47:42.921164
1951,8,8,1,1,2025-10-29T15:47:42.970347
1961,22,22,1,1,2025-10-29T15:47:42.976141
1971,30,30,5,1,2025-10-29T15:47:42.979319
1981,18,18,7,1,2025-10-29T15:47:42.983413
1991,22,22,4,1,2025-10-29T15:47:42.985907
2001,5,5,5,1,2025-10-29T15:47:42.987049
2011,4,4,1,1,2025-10-29T15:47:42.988131
2021,18,18,0,0,2025-10-29T15:47:42.991828
2032,0,0,4,1,2025-10-29T15:47:42.995252
2041,20,20,0,0,2025-10-29T15:47:42.999211
2051,10,10,4,1,2025-10-29T15:47:43.004794
2061,17,17,2,1,2025-10-29T15:47:43.100748
2071,19,19,4,1,2025-10-29T15:47:43.164747
2081,20,20,4,1,2025-10-29T15:47:43.167448
2091,8,8,4,1,2025-10-29T15:47:43.168953
2101,2,2,1,1,2025-10-29T15:47:43.170035
2111,17,17,0,0,2025-10-29T15:47:43.173328
2121,22,22,4,1,2025-10-29T15:47:43.175888
2132,9,9,5,1,2025-10-29T15:47:43.179475
2141,22,22,2,1,2025-10-29T15:47:43.182175
2151,4,4,5,1,2025-10-29T15:47:43.183557
2161,16,16,0,0,2025-10-29T15:47:43.186507
2171,23,23,3,1,2025-10-29T15:47:43.189651
2181,21,21,5,1,2025-10-29T15:47:43.192092
2191,8,8,5,1,2025-10-29T15:47:43.194245
2201,16,16,1,1,2025-10-29T15:47:43.199839
2211,16,16,3,1,2025-10-29T15:47:43.306892
2221,22,22,3,1,2025-10-29T15:47:43.342567
2232,23,23,5,1,2025-10-29T15:47:43.346886
2241,126,126,5,1,2025-10-29T15:47:43.348036
2251,301,301,31,1,2025-10-29T15:47:43.349800
2261,424,424,75,1,2025-10-29T15:47:43.352644
2271,512,512,105,1,2025-10-29T15:47:43.356019
2281,568,568,127,1,2025-10-29T15:47:43.358130
2291,630,630,141,1,2025-10-29T15:47:43.360352
2301,687,687,157,1,2025-10-29T15:47:43.363425
2311,728,728,171,1,2025-10-29T15:47:43.365544
2321,727,727,181,1,2025-10-29T15:47:43.366846
2332,712,712,181,1,2025-10-29T15:47:43.368057
2341,759,759,177,1,2025-10-29T15:47:43.369273
2351,746,746,189,1,2025-10-29T15:47:43.370480
2361,776,776,186,1,2025-10-29T15:47:43.371692
2371,747,747,193,1,2025-10-29T15:47:43.372920
2381,782,782,186,1,2025-10-29T15:47:43.375245
2391,750,750,195,1,2025-10-29T15:47:43.376583
2401,780,780,187,1,2025-10-29T15:47:43.377809
2411,780,780,194,1,2025-10-29T15:47:43.379021
2421,762,762,194,1,2025-10-29T15:47:43.380238
2432,761,761,190,1,2025-10-29T15:47:43.381448
2441,777,777,190,1,2025-10-29T15:47:43.464603
2451,761,761,194,1,2025-10-29T15:47:43.525301
2461,768,768,190,1,2025-10-29T15:47:43.527189
2471,798,798,191,1,2025-10-29T15:47:43.528451
2481,791,791,199,1,2025-10-29T15:47:43.529753
2491,782,782,197,1,2025-10-29T15:47:43.531152
2501,783,783,195,1,2025-10-29T15:47:43.532463
2511,775,775,195,1,2025-10-29T15:47:43.533679
2521,761,761,193,1,2025-10-29T15:47:43.534887
2532,766,766,190,1,2025-10-29T15:47:43.536096
2541,793,793,191,1,2025-10-29T15:47:43.537304
2551,780,780,198,1,2025-10-29T15:47:43.538531
2561,798,798,194,1,2025-10-29T15:47:43.539750
2571,776,776,199,1,2025-10-29T15:47:43.540953
2581,424,424,193,1,2025-10-29T15:47:43.542352
2591,88,88,105,1,2025-10-29T15:47:43.543741
2601,22,22,21,1,2025-10-29T15:47:43.545032
2611,7,7,5,1,2025-10-29T15:47:43.548966
2621,24,24,1,1,2025-10-29T15:47:43.553292
2632,9,9,5,1,2025-10-29T15:47:43.557958
2641,10,10,2,1,2025-10-29T15:47:43.563565
2651,22,22,2,1,2025-10-29T15:47:43.565215
2661,24,24,5,1,2025-10-29T15:47:43.567186
2671,22,22,5,1,2025-10-29T15:47:43.568949
2681,18,18,5,1,2025-10-29T15:47:43.667541
2691,19,19,4,1,2025-10-29T15:47:43.711594
2701,20,20,4,1,2025-10-29T15:47:43.712719
2711,5,5,4,1,2025-10-29T15:47:43.713832
2721,23,23,1,1,2025-10-29T15:47:43.714937
2732,18,18,5,1,2025-10-29T15:47:43.718363
2741,21,21,4,1,2025-10-29T15:47:43.723579
2751,25,25,5,1,2025-10-29T15:47:43.724783
2761,8,8,6,1,2025-10-29T15:47:43.727248
2771,18,18,1,1,2025-10-29T15:47:43.728376
2781,6,6,4,1,2025-10-29T15:47:43.731973
2791,21,21,1,1,2025-10-29T15:47:43.737008
2801,8,8,5,1,2025-10-29T15:47:43.742675
2811,8,8,1,1,2025-10-29T15:47:43.748677
2821,19,19,1,1,2025-10-29T15:47:43.753843
2832,4,4,4,1,2025-10-29T15:47:43.836895
2841,17,17,0,0,2025-10-29T15:47:43.896182
2851,21,21,4,1,2025-10-29T15:47:43.900364
2861,16,16,5,1,2025-10-29T15:47:43.905032
2871,18,18,3,1,2025-10-29T15:47:43.909224
2881,3,3,4,1,2025-10-29T15:47:43.911714
2891,9,9,0,0,2025-10-29T15:47:43.913049
2901,7,7,2,1,2025-10-29T15:47:43.916715
2911,8,8,1,1,2025-10-29T15:47:43.921081
2921,20,20,1,1,2025-10-29T15:47:43.923096
2932,5,5,4,1,2025-10-29T15:47:43.925166
2941,8,8,1,1,2025-10-29T15:47:43.930119
2951,24,24,1,1,2025-10-29T15:47:43.934531
2961,24,24,5,1,2025-10-29T15:47:44.049837
2971,24,24,5,1,2025-10-29T15:47:44.088783
2981,3,3,5,1,2025-10-29T15:47:44.090579
2991,8,8,0,0,2025-10-29T15:47:44.091683
3001,18,18,1,1,2025-10-29T15:47:44.097519
3011,17,17,4,1,2025-10-29T15:47:44.101343
3021,21,21,4,1,2025-10-29T15:47:44.105327
3032,6,6,5,1,2025-10-29T15:47:44.106450
3041,17,17,1,1,2025-10-29T15:47:44.107557
3051,9,9,4,1,2025-10-29T15:47:44.112817
3061,26,26,2,1,2025-10-29T15:47:44.117310
3071,24,24,6,1,2025-10-29T15:47:44.211983
3081,17,17,5,1,2025-10-29T15:47:44.277837
3091,22,22,4,1,2025-10-29T15:47:44.279333
3101,21,21,5,1,2025-10-29T15:47:44.280458
3111,21,21,5,1,2025-10-29T15:47:44.281567
3121,23,23,5,1,2025-10-29T15:47:44.282696
3132,3,3,5,1,2025-10-29T15:47:44.283800
3141,5,5,0,0,2025-10-29T15:47:44.284868
3151,6,6,1,1,2025-10-29T15:47:44.288310
3161,20,20,1,1,2025-10-29T15:47:44.292974
3171,20,20,4,1,2025-10-29T15:47:44.296237
3181,8,8,4,1,2025-10-29T15:47:44.301838
3191,7,7,1,1,2025-10-29T15:47:44.303602
3201,6,6,1,1,2025-10-29T15:47:44.307065
3211,8,8,1,1,2025-10-29T15:47:44.415455
3221,25,25,1,1,2025-10-29T15:47:44.459664
3232,6,6,6,1,2025-10-29T15:47:44.461084
3241,9,9,1,1,2025-10-29T15:47:44.464770
3251,21,21,2,1,2025-10-29T15:47:44.468980
3261,17,17,5,1,2025-10-29T15:47:44.470215
3271,18,18,4,1,2025-10-29T15:47:44.474647
3281,21,21,4,1,2025-10-29T15:47:44.477474
3291,19,19,5,1,2025-10-29T15:47:44.478642
3301,6,6,4,1,2025-10-29T15:47:44.479739
3311,21,21,1,1,2025-10-29T15:47:44.480843
3321,20,20,5,1,2025-10-29T15:47:44.484846
3332,9,9,4,1,2025-10-29T15:47:44.489507
3341,17,17,2,1,2025-10-29T15:47:44.491354
3351,156,156,4,1,2025-10-29T15:47:44.581597
3361,317,317,38,1,2025-10-29T15:47:44.644803
3371,460,460,79,1,2025-10-29T15:47:44.649299
3381,523,523,114,1,2025-10-29T15:47:44.651863
3391,607,607,130,1,2025-10-29T15:47:44.653958
3401,650,650,151,1,2025-10-29T15:47:44.656700
3411,651,651,162,1,2025-10-29T15:47:44.659099
3421,720,720,162,1,2025-10-29T15:47:44.660716
3432,703,703,179,1,2025-10-29T15:47:44.662421
3441,714,714,175,1,2025-10-29T15:47:44.663680
3451,752,752,178,1,2025-10-29T15:47:44.664897
3461,746,746,187,1,2025-10-29T15:47:44.666100
3471,791,791,186,1,2025-10-29T15:47:44.667412
3481,761,761,197,1,2025-10-29T15:47:44.668638
3491,751,751,190,1,2025-10-29T15:47:44.670373
3501,751,751,187,1,2025-10-29T15:47:44.671584
3511,778,778,187,1,2025-10-29T15:47:44.673049
3521,797,797,194,1,2025-10-29T15:47:44.674775
3532,766,766,199,1,2025-10-29T15:47:44.676039
3541,792,792,191,1,2025-10-29T15:47:44.677612
3551,763,763,197,1,2025-10-29T15:47:44.678848
3561,796,796,190,1,2025-10-29T15:47:44.680175
3571,809,809,198,1,2025-10-29T15:47:44.787375
3581,791,791,202,1,2025-10-29T15:47:44.835598
3591,778,778,197,1,2025-10-29T15:47:44.836909
3601,793,793,194,1,2025-10-29T15:47:44.838648
3611,764,764,198,1,2025-10-29T15:47:44.839874
3621,764,764,190,1,2025-10-29T15:47:44.841248
3632,767,767,190,1,2025-10-29T15:47:44.842592
3641,779,779,191,1,2025-10-29T15:47:44.843869
3651,765,765,194,1,2025-10-29T15:47:44.845107
3661,778,778,191,1,2025-10-29T15:47:44.846382
3671,784,784,194,1,2025-10-29T15:47:44.847599
3681,780,780,195,1,2025-10-29T15:47:44.848818
3691,357,357,194,1,2025-10-29T15:47:44.850021
3701,72,72,89,1,2025-10-29T15:47:44.851196
3711,8,8,17,1,2025-10-29T15:47:44.852310
3721,22,22,1,1,2025-10-29T15:47:44.855497
3732,4,4,5,1,2025-10-29T15:47:44.861880
3741,9,9,0,0,2025-10-29T15:47:44.865868
3751,8,8,2,1,2025-10-29T15:47:44.869290
3761,21,21,1,1,2025-10-29T15:47:44.872701
3771,24,24,5,1,2025-10-29T15:47:44.975006
3781,6,6,5,1,2025-10-29T15:47:45.023081
3791,9,9,1,1,2025-10-29T15:47:45.030777
3801,6,6,2,1,2025-10-29T15:47:45.035258
3811,8,8,1,1,2025-10-29T15:47:45.038275
3821,17,17,1,1,2025-10-29T15:47:45.039493
3832,1,1,4,1,2025-10-29T15:47:45.040718
3841,21,21,0,0,2025-10-29T15:47:45.045889
3851,22,22,5,1,2025-10-29T15:47:45.050327
3861,21,21,5,1,2025-10-29T15:47:45.051660
3871,22,22,5,1,2025-10-29T15:47:45.056225
3881,6,6,5,1,2025-10-29T15:47:45.169561
3891,6,6,1,1,2025-10-29T15:47:45.210197
3901,23,23,1,1,2025-10-29T15:47:45.212754
3911,19,19,5,1,2025-10-29T15:47:45.215037
3921,20,20,4,1,2025-10-29T15:47:45.219091
3932,8,8,4,1,2025-10-29T15:47:45.220926
3941,22,22,1,1,2025-10-29T15:47:45.222026
3951,22,22,5,1,2025-10-29T15:47:45.225322
3961,8,8,5,1,2025-10-29T15:47:45.231700
3971,11,11,1,1,2025-10-29T15:47:45.233661
3981,5,5,2,1,2025-10-29T15:47:45.237026
3991,6,6,1,1,2025-10-29T15:47:45.239940
4001,7,7,1,1,2025-10-29T15:47:45.337002
4011,18,18,1,1,2025-10-29T15:47:45.399826
4021,18,18,4,1,2025-10-29T15:47:45.401012
4032,2,2,4,1,2025-10-29T15:47:45.405694
4041,17,17,0,0,2025-10-29T15:47:45.408479
4051,24,24,4,1,2025-10-29T15:47:45.412843
4061,16,16,5,1,2025-10-29T15:47:45.418565
4071,17,17,3,1,2025-10-29T15:47:45.421666
4081,9,9,4,1,2025-10-29T15:47:45.424659
4091,16,16,2,1,2025-10-29T15:47:45.425795
4101,22,22,3,1,2025-10-29T15:47:45.430035
4111,9,9,5,1,2025-10-29T15:47:45.434663
4121,28,28,2,1,2025-10-29T15:47:45.551548
4132,9,9,6,1,2025-10-29T15:47:45.595195
4141,8,8,2,1,2025-10-29T15:47:45.601080
4151,8,8,1,1,2025-10-29T15:47:45.605587
4161,24,24,1,1,2025-10-29T15:47:45.606751
4171,20,20,5,1,2025-10-29T15:47:45.608910
4181,18,18,4,1,2025-10-29T15:47:45.612685
4191,20,20,4,1,2025-10-29T15:47:45.614593
4201,8,8,4,1,2025-10-29T15:47:45.615690
4211,20,20,1,1,2025-10-29T15:47:45.616924
4221,21,21,4,1,2025-10-29T15:47:45.620537
4232,9,9,5,1,2025-10-29T15:47:45.728257
4241,9,9,2,1,2025-10-29T15:47:45.784411
4251,24,24,2,1,2025-10-29T15:47:45.787076
4261,19,19,5,1,2025-10-29T15:47:45.789853
4271,23,23,4,1,2025-10-29T15:47:45.793668
4281,9,9,5,1,2025-10-29T15:47:45.796224
4291,18,18,2,1,2025-10-29T15:47:45.797446
4301,23,23,4,1,2025-10-29T15:47:45.800995
4311,10,10,5,1,2025-10-29T15:47:45.805081
4321,22,22,2,1,2025-10-29T15:47:45.806949
4332,9,9,5,1,2025-10-29T15:47:45.808061
4341,19,19,2,1,2025-10-29T15:47:45.809451
4351,22,22,4,1,2025-10-29T15:47:45.814405
4361,22,22,5,1,2025-10-29T15:47:45.818793
4371,26,26,5,1,2025-10-29T15:47:45.820571
4381,10,10,6,1,2025-10-29T15:47:45.821690
4391,21,21,2,1,2025-10-29T15:47:45.822807
4401,4,4,5,1,2025-10-29T15:47:45.823914
4411,21,21,0,0,2025-10-29T15:47:45.825014
4421,10,10,5,1,2025-10-29T15:47:45.911395
4432,19,19,2,1,2025-10-29T15:47:45.971534
4441,22,22,4,1,2025-10-29T15:47:45.975098
4451,19,19,5,1,2025-10-29T15:47:45.977532
4461,183,183,4,1,2025-10-29T15:47:45.978818
4471,343,343,45,1,2025-10-29T15:47:45.980072
4481,429,429,85,1,2025-10-29T15:47:45.983861
4491,528,528,107,1,2025-10-29T15:47:45.987912
4501,582,582,131,1,2025-10-29T15:47:45.990316
4511,632,632,145,1,2025-10-29T15:47:45.993112
4521,680,680,157,1,2025-10-29T15:47:45.994871
4532,711,711,169,1,2025-10-29T15:47:45.996085
4541,717,717,177,1,2025-10-29T15:47:45.997314
4551,714,714,179,1,2025-10-29T15:47:45.999011
4561,732,732,178,1,2025-10-29T15:47:46.000333
4571,775,775,182,1,2025-10-29T15:47:46.002016
4581,782,782,193,1,2025-10-29T15:47:46.003288
4591,775,775,195,1,2025-10-29T15:47:46.004546
4601,761,761,193,1,2025-10-29T15:47:46.005784
4611,749,749,190,1,2025-10-29T15:47:46.007005
4621,780,780,187,1,2025-10-29T15:47:46.008279
4632,762,762,194,1,2025-10-29T15:47:46.009730
4641,760,760,190,1,2025-10-29T15:47:46.103509
4651,764,764,189,1,2025-10-29T15:47:46.146324
4661,808,808,190,1,2025-10-29T15:47:46.147551
4671,780,780,201,1,2025-10-29T15:47:46.148777
4681,777,777,194,1,2025-10-29T15:47:46.149994
4691,793,793,194,1,2025-10-29T15:47:46.151220
4701,761,761,198,1,2025-10-29T15:47:46.152438
4711,766,766,190,1,2025-10-29T15:47:46.153646
4721,795,795,191,1,2025-10-29T15:47:46.154859
4732,761,761,198,1,2025-10-29T15:47:46.156070
4741,784,784,190,1,2025-10-29T15:47:46.157271
4751,792,792,195,1,2025-10-29T15:47:46.158484
4761,780,780,197,1,2025-10-29T15:47:46.159705
4771,767,767,194,1,2025-10-29T15:47:46.160942
4781,749,749,191,1,2025-10-29T15:47:46.162226
4791,633,633,187,1,2025-10-29T15:47:46.163457
4801,238,238,158,1,2025-10-29T15:47:46.164687
4811,18,18,59,1,2025-10-29T15:47:46.165883
4821,21,21,4,1,2025-10-29T15:47:46.167039
4832,1,1,5,1,2025-10-29T15:47:46.170474
4841,18,18,0,0,2025-10-29T15:47:46.174965
4851,6,6,4,1,2025-10-29T15:47:46.181338
4861,25,25,1,1,2025-10-29T15:47:46.182491
4871,25,25,6,1,2025-10-29T15:47:46.184553
4881,8,8,6,1,2025-10-29T15:47:46.187847
4891,9,9,1,1,2025-10-29T15:47:46.190187
4901,6,6,2,1,2025-10-29T15:47:46.278291
4911,19,19,1,1,2025-10-29T15:47:46.336494
4921,24,24,4,1,2025-10-29T15:47:46.338367
4932,17,17,5,1,2025-10-29T15:47:46.341770
4941,21,21,4,1,2025-10-29T15:47:46.344104
4951,20,20,5,1,2025-10-29T15:47:46.345239
4961,22,22,4,1,2025-10-29T15:47:46.346356
4971,27,27,5,1,2025-10-29T15:47:46.347463
4981,20,20,6,1,2025-10-29T15:47:46.348578
4991,8,8,4,1,2025-10-29T15:47:46.349673
5001,21,21,1,1,2025-10-29T15:47:46.350799
5011,18,18,5,1,2025-10-29T15:47:46.355072
5021,18,18,4,1,2025-10-29T15:47:46.361761
5032,7,7,4,1,2025-10-29T15:47:46.363818
5041,8,8,1,1,2025-10-29T15:47:46.365468
5051,20,20,1,1,2025-10-29T15:47:46.368758
5061,16,16,4,1,2025-10-29T15:47:46.371178
5071,18,18,3,1,2025-10-29T15:47:46.374836
5081,20,20,4,1,2025-10-29T15:47:46.465209
5091,20,20,4,1,2025-10-29T15:47:46.523025
5101,6,6,4,1,2025-10-29T15:47:46.524378
5111,19,19,1,1,2025-10-29T15:47:46.525843
5121,23,23,4,1,2025-10-29T15:47:46.530180
5132,9,9,5,1,2025-10-29T15:47:46.535283
5141,8,8,2,1,2025-10-29T15:47:46.537032
5151,20,20,1,1,2025-10-29T15:47:46.540433
5161,10,10,4,1,2025-10-29T15:47:46.543821
5171,26,26,2,1,2025-10-29T15:47:46.546512
5181,25,25,6,1,2025-10-29T15:47:46.549077
5191,16,16,6,1,2025-10-29T15:47:46.550330
5201,23,23,3,1,2025-10-29T15:47:46.551594
5211,8,8,5,1,2025-10-29T15:47:46.553047
5221,20,20,1,1,2025-10-29T15:47:46.554420
