timestamp_ms,setpoint,adc_reading,control_signal,solenoid_state,local_timestamp
134191,17,17,5,1,2025-10-29T15:50:55.623305
134201,3,3,4,1,2025-10-29T15:50:55.624645
134211,29,29,0,0,2025-10-29T15:50:55.625863
134221,20,20,7,1,2025-10-29T15:50:55.629907
134232,21,21,4,1,2025-10-29T15:50:55.635120
134241,7,7,5,1,2025-10-29T15:50:55.637942
134251,18,18,1,1,2025-10-29T15:50:55.640457
134261,6,6,4,1,2025-10-29T15:50:55.644107
134271,22,22,1,1,2025-10-29T15:50:55.648971
134281,24,24,5,1,2025-10-29T15:50:55.654068
134291,16,16,5,1,2025-10-29T15:50:55.751906
134301,22,22,3,1,2025-10-29T15:50:55.820058
134311,23,23,5,1,2025-10-29T15:50:55.821543
134321,17,17,5,1,2025-10-29T15:50:55.822840
134332,22,22,4,1,2025-10-29T15:50:55.824054
134341,20,20,5,1,2025-10-29T15:50:55.825253
134351,19,19,4,1,2025-10-29T15:50:55.826527
134361,18,18,4,1,2025-10-29T15:50:55.827872
134371,9,9,4,1,2025-10-29T15:50:55.829043
134381,23,23,2,1,2025-10-29T15:50:55.830218
134391,22,22,5,1,2025-10-29T15:50:55.833899
134401,19,19,5,1,2025-10-29T15:50:55.839055
134411,20,20,4,1,2025-10-29T15:50:55.840557
134421,21,21,4,1,2025-10-29T15:50:55.841755
134432,24,24,5,1,2025-10-29T15:50:55.842921
134441,7,7,5,1,2025-10-29T15:50:55.844370
134451,20,20,1,1,2025-10-29T15:50:55.845522
134461,8,8,4,1,2025-10-29T15:50:55.848932
134471,216,216,1,1,2025-10-29T15:50:55.954190
134481,365,365,53,1,2025-10-29T15:50:56.012885
134491,462,462,91,1,2025-10-29T15:50:56.016013
134501,526,526,115,1,2025-10-29T15:50:56.018757
134511,587,587,131,1,2025-10-29T15:50:56.022674
134521,654,654,146,1,2025-10-29T15:50:56.026835
134532,696,696,163,1,2025-10-29T15:50:56.028694
134541,686,686,173,1,2025-10-29T15:50:56.030081
134551,728,728,171,1,2025-10-29T15:50:56.031654
134561,718,718,181,1,2025-10-29T15:50:56.032938
134571,775,775,179,1,2025-10-29T15:50:56.034233
134581,732,732,193,1,2025-10-29T15:50:56.035507
134591,774,774,182,1,2025-10-29T15:50:56.036788
134601,744,744,193,1,2025-10-29T15:50:56.038200
134611,775,775,185,1,2025-10-29T15:50:56.039537
134621,795,795,193,1,2025-10-29T15:50:56.150460
134632,778,778,198,1,2025-10-29T15:50:56.214606
134641,782,782,194,1,2025-10-29T15:50:56.215903
134651,778,778,195,1,2025-10-29T15:50:56.217859
134661,776,776,194,1,2025-10-29T15:50:56.219234
134671,751,751,193,1,2025-10-29T15:50:56.221108
134681,760,760,187,1,2025-10-29T15:50:56.222420
134691,792,792,189,1,2025-10-29T15:50:56.223721
134701,765,765,197,1,2025-10-29T15:50:56.225006
134711,782,782,191,1,2025-10-29T15:50:56.226338
134721,792,792,195,1,2025-10-29T15:50:56.227704
134732,807,807,197,1,2025-10-29T15:50:56.229099
134741,794,794,201,1,2025-10-29T15:50:56.230367
134751,784,784,198,1,2025-10-29T15:50:56.231844
134761,792,792,195,1,2025-10-29T15:50:56.233109
134771,763,763,197,1,2025-10-29T15:50:56.234489
134781,775,775,190,1,2025-10-29T15:50:56.235962
134791,760,760,193,1,2025-10-29T15:50:56.237242
134801,680,680,189,1,2025-10-29T15:50:56.238636
134811,299,299,169,1,2025-10-29T15:50:56.239909
134821,22,22,74,1,2025-10-29T15:50:56.241147
134832,26,26,5,1,2025-10-29T15:50:56.242367
134841,1,1,6,1,2025-10-29T15:50:56.363303
134851,10,10,0,0,2025-10-29T15:50:56.431184
134861,9,9,2,1,2025-10-29T15:50:56.436186
134871,20,20,2,1,2025-10-29T15:50:56.441895
134881,23,23,4,1,2025-10-29T15:50:56.446706
134891,6,6,5,1,2025-10-29T15:50:56.451917
134901,10,10,1,1,2025-10-29T15:50:56.453761
134911,10,10,2,1,2025-10-29T15:50:56.457955
134921,9,9,2,1,2025-10-29T15:50:56.555119
134932,21,21,2,1,2025-10-29T15:50:56.556721
134941,10,10,5,1,2025-10-29T15:50:56.625205
134951,24,24,2,1,2025-10-29T15:50:56.630990
134961,5,5,5,1,2025-10-29T15:50:56.632855
134971,20,20,1,1,2025-10-29T15:50:56.634030
134981,26,26,4,1,2025-10-29T15:50:56.637639
134991,6,6,6,1,2025-10-29T15:50:56.644147
135001,19,19,1,1,2025-10-29T15:50:56.646006
135011,18,18,4,1,2025-10-29T15:50:56.649400
135021,19,19,4,1,2025-10-29T15:50:56.652480
135032,23,23,4,1,2025-10-29T15:50:56.748210
135041,10,10,5,1,2025-10-29T15:50:56.815168
135051,17,17,2,1,2025-10-29T15:50:56.816506
135061,19,19,4,1,2025-10-29T15:50:56.817691
135071,20,20,4,1,2025-10-29T15:50:56.818877
135081,26,26,4,1,2025-10-29T15:50:56.820040
135091,5,5,6,1,2025-10-29T15:50:56.821183
135101,9,9,1,1,2025-10-29T15:50:56.822303
135111,23,23,2,1,2025-10-29T15:50:56.826162
135121,22,22,5,1,2025-10-29T15:50:56.829054
135132,23,23,5,1,2025-10-29T15:50:56.832964
135141,16,16,5,1,2025-10-29T15:50:56.835228
135151,18,18,3,1,2025-10-29T15:50:56.837225
135161,7,7,4,1,2025-10-29T15:50:56.838443
135171,16,16,1,1,2025-10-29T15:50:56.839622
135181,10,10,3,1,2025-10-29T15:50:56.844854
135191,17,17,2,1,2025-10-29T15:50:56.944391
135201,19,19,4,1,2025-10-29T15:50:56.945814
135211,21,21,4,1,2025-10-29T15:50:57.012363
135221,8,8,5,1,2025-10-29T15:50:57.014281
135232,23,23,1,1,2025-10-29T15:50:57.015476
135241,6,6,5,1,2025-10-29T15:50:57.019927
135251,17,17,1,1,2025-10-29T15:50:57.026364
135261,8,8,4,1,2025-10-29T15:50:57.030888
135271,7,7,1,1,2025-10-29T15:50:57.035590
135281,26,26,1,1,2025-10-29T15:50:57.039560
135291,17,17,6,1,2025-10-29T15:50:57.041251
135301,9,9,4,1,2025-10-29T15:50:57.135005
135311,18,18,2,1,2025-10-29T15:50:57.200974
135321,20,20,4,1,2025-10-29T15:50:57.205657
135332,19,19,4,1,2025-10-29T15:50:57.211798
135341,22,22,4,1,2025-10-29T15:50:57.213809
135351,17,17,5,1,2025-10-29T15:50:57.215013
135361,24,24,4,1,2025-10-29T15:50:57.216181
135371,19,19,5,1,2025-10-29T15:50:57.217352
135381,19,19,4,1,2025-10-29T15:50:57.218527
135391,9,9,4,1,2025-10-29T15:50:57.219671
135401,17,17,2,1,2025-10-29T15:50:57.220822
135411,7,7,4,1,2025-10-29T15:50:57.225001
135421,17,17,1,1,2025-10-29T15:50:57.226240
135432,18,18,4,1,2025-10-29T15:50:57.228364
135441,9,9,4,1,2025-10-29T15:50:57.231628
135451,8,8,2,1,2025-10-29T15:50:57.355174
135461,19,19,1,1,2025-10-29T15:50:57.400458
135471,21,21,4,1,2025-10-29T15:50:57.403404
135481,26,26,5,1,2025-10-29T15:50:57.406888
135491,5,5,6,1,2025-10-29T15:50:57.409084
135501,8,8,1,1,2025-10-29T15:50:57.410281
135511,23,23,1,1,2025-10-29T15:50:57.414392
135521,10,10,5,1,2025-10-29T15:50:57.417216
135532,24,24,2,1,2025-10-29T15:50:57.420356
135541,19,19,5,1,2025-10-29T15:50:57.422341
135551,10,10,4,1,2025-10-29T15:50:57.423682
135561,19,19,2,1,2025-10-29T15:50:57.424897
135571,8,8,4,1,2025-10-29T15:50:57.426039
135581,221,221,1,1,2025-10-29T15:50:57.427194
135591,331,331,55,1,2025-10-29T15:50:57.524834
135601,488,488,82,1,2025-10-29T15:50:57.593838
135611,537,537,121,1,2025-10-29T15:50:57.597503
135621,606,606,134,1,2025-10-29T15:50:57.599937
135632,653,653,151,1,2025-10-29T15:50:57.602839
135641,687,687,163,1,2025-10-29T15:50:57.604225
135651,685,685,171,1,2025-10-29T15:50:57.605517
135661,699,699,171,1,2025-10-29T15:50:57.607571
135671,729,729,174,1,2025-10-29T15:50:57.608885
135681,744,744,182,1,2025-10-29T15:50:57.610668
135691,767,767,185,1,2025-10-29T15:50:57.611921
135701,767,767,191,1,2025-10-29T15:50:57.613296
135711,745,745,191,1,2025-10-29T15:50:57.614554
135721,791,791,186,1,2025-10-29T15:50:57.615819
135732,760,760,197,1,2025-10-29T15:50:57.617077
135741,776,776,189,1,2025-10-29T15:50:57.618352
135751,793,793,193,1,2025-10-29T15:50:57.619636
135761,784,784,198,1,2025-10-29T15:50:57.621050
135771,781,781,195,1,2025-10-29T15:50:57.622507
135781,779,779,195,1,2025-10-29T15:50:57.719937
135791,782,782,194,1,2025-10-29T15:50:57.781704
135801,766,766,195,1,2025-10-29T15:50:57.783031
135811,797,797,191,1,2025-10-29T15:50:57.784303
135821,793,793,199,1,2025-10-29T15:50:57.785565
135832,794,794,198,1,2025-10-29T15:50:57.786855
135841,799,799,198,1,2025-10-29T15:50:57.788120
135851,765,765,199,1,2025-10-29T15:50:57.789389
135861,810,810,191,1,2025-10-29T15:50:57.790665
135871,783,783,202,1,2025-10-29T15:50:57.791950
135881,791,791,195,1,2025-10-29T15:50:57.793261
135891,782,782,197,1,2025-10-29T15:50:57.794635
135901,764,764,195,1,2025-10-29T15:50:57.795972
135911,585,585,190,1,2025-10-29T15:50:57.797258
135921,219,219,146,1,2025-10-29T15:50:57.798535
135932,8,8,54,1,2025-10-29T15:50:57.799734
135941,8,8,1,1,2025-10-29T15:50:57.800871
135951,8,8,1,1,2025-10-29T15:50:57.804841
135961,18,18,1,1,2025-10-29T15:50:57.811240
135971,19,19,4,1,2025-10-29T15:50:57.834321
135981,19,19,4,1,2025-10-29T15:50:57.908373
135991,22,22,4,1,2025-10-29T15:50:57.979383
136001,10,10,5,1,2025-10-29T15:50:57.982077
136011,19,19,2,1,2025-10-29T15:50:57.983397
136021,20,20,4,1,2025-10-29T15:50:57.984652
136032,16,16,4,1,2025-10-29T15:50:57.985818
136041,16,16,3,1,2025-10-29T15:50:57.986989
136051,18,18,3,1,2025-10-29T15:50:57.988151
136061,6,6,4,1,2025-10-29T15:50:57.989305
136071,21,21,1,1,2025-10-29T15:50:57.990457
136081,18,18,5,1,2025-10-29T15:50:57.994247
136091,16,16,4,1,2025-10-29T15:50:57.999117
136101,7,7,3,1,2025-10-29T15:50:58.001109
136111,23,23,1,1,2025-10-29T15:50:58.002251
136121,9,9,5,1,2025-10-29T15:50:58.005890
136132,20,20,2,1,2025-10-29T15:50:58.116672
136141,7,7,4,1,2025-10-29T15:50:58.167156
136151,20,20,1,1,2025-10-29T15:50:58.171430
136161,17,17,4,1,2025-10-29T15:50:58.175025
136171,17,17,4,1,2025-10-29T15:50:58.177635
136181,8,8,4,1,2025-10-29T15:50:58.181991
136191,8,8,1,1,2025-10-29T15:50:58.184781
136201,20,20,1,1,2025-10-29T15:50:58.187905
136211,22,22,4,1,2025-10-29T15:50:58.190215
136221,17,17,5,1,2025-10-29T15:50:58.193816
136232,19,19,4,1,2025-10-29T15:50:58.195784
136241,21,21,4,1,2025-10-29T15:50:58.296000
136251,8,8,5,1,2025-10-29T15:50:58.356417
136261,20,20,1,1,2025-10-29T15:50:58.358227
136271,22,22,4,1,2025-10-29T15:50:58.361646
136281,18,18,5,1,2025-10-29T15:50:58.366437
136291,16,16,4,1,2025-10-29T15:50:58.368304
136301,20,20,3,1,2025-10-29T15:50:58.369475
136311,4,4,4,1,2025-10-29T15:50:58.370612
136321,9,9,0,0,2025-10-29T15:50:58.371737
136332,21,21,2,1,2025-10-29T15:50:58.377222
136341,20,20,5,1,2025-10-29T15:50:58.381271
136351,17,17,4,1,2025-10-29T15:50:58.384212
136361,17,17,4,1,2025-10-29T15:50:58.385391
136371,20,20,4,1,2025-10-29T15:50:58.386562
136381,16,16,4,1,2025-10-29T15:50:58.387760
136391,8,8,3,1,2025-10-29T15:50:58.388902
136401,18,18,1,1,2025-10-29T15:50:58.486767
136411,5,5,4,1,2025-10-29T15:50:58.554914
136421,18,18,1,1,2025-10-29T15:50:58.561675
136432,8,8,4,1,2025-10-29T15:50:58.566222
136441,4,4,1,1,2025-10-29T15:50:58.571066
136451,8,8,0,0,2025-10-29T15:50:58.576724
136461,19,19,1,1,2025-10-29T15:50:58.580388
136471,6,6,4,1,2025-10-29T15:50:58.581923
136481,22,22,1,1,2025-10-29T15:50:58.585294
136491,4,4,5,1,2025-10-29T15:50:58.681624
136501,16,16,0,0,2025-10-29T15:50:58.752310
136511,23,23,3,1,2025-10-29T15:50:58.756799
136521,25,25,5,1,2025-10-29T15:50:58.758209
136532,7,7,6,1,2025-10-29T15:50:58.762576
136541,21,21,1,1,2025-10-29T15:50:58.764395
136551,21,21,5,1,2025-10-29T15:50:58.767574
136561,4,4,5,1,2025-10-29T15:50:58.772671
136571,6,6,0,0,2025-10-29T15:50:58.775205
136581,18,18,1,1,2025-10-29T15:50:58.778617
136591,5,5,4,1,2025-10-29T15:50:58.871263
136601,16,16,1,1,2025-10-29T15:50:58.940309
136611,8,8,3,1,2025-10-29T15:50:58.947556
136621,21,21,1,1,2025-10-29T15:50:58.953849
136632,21,21,5,1,2025-10-29T15:50:58.957771
136641,3,3,5,1,2025-10-29T15:50:58.963318
136651,20,20,0,0,2025-10-29T15:50:58.965527
136661,21,21,4,1,2025-10-29T15:50:58.968600
136671,8,8,5,1,2025-10-29T15:50:59.078132
136681,19,19,1,1,2025-10-29T15:50:59.128797
136691,93,93,4,1,2025-10-29T15:50:59.132216
136701,284,284,23,1,2025-10-29T15:50:59.134504
136711,427,427,70,1,2025-10-29T15:50:59.140844
136721,491,491,106,1,2025-10-29T15:50:59.146101
136732,570,570,122,1,2025-10-29T15:50:59.148772
136741,606,606,142,1,2025-10-29T15:50:59.151063
136751,663,663,151,1,2025-10-29T15:50:59.152789
136761,699,699,165,1,2025-10-29T15:50:59.154614
136771,734,734,174,1,2025-10-29T15:50:59.155978
136781,729,729,183,1,2025-10-29T15:50:59.157877
136791,716,716,182,1,2025-10-29T15:50:59.254081
136801,728,728,178,1,2025-10-29T15:50:59.316825
136811,760,760,181,1,2025-10-29T15:50:59.318113
136821,782,782,189,1,2025-10-29T15:50:59.319612
136832,762,762,195,1,2025-10-29T15:50:59.320886
136841,766,766,190,1,2025-10-29T15:50:59.322147
136851,776,776,191,1,2025-10-29T15:50:59.323419
136861,780,780,193,1,2025-10-29T15:50:59.324685
136871,764,764,194,1,2025-10-29T15:50:59.326090
136881,759,759,190,1,2025-10-29T15:50:59.327924
136891,759,759,189,1,2025-10-29T15:50:59.329242
136901,793,793,189,1,2025-10-29T15:50:59.330642
136911,795,795,198,1,2025-10-29T15:50:59.331935
136921,799,799,198,1,2025-10-29T15:50:59.333188
136932,792,792,199,1,2025-10-29T15:50:59.334456
136941,750,750,197,1,2025-10-29T15:50:59.335713
136951,796,796,187,1,2025-10-29T15:50:59.336978
136961,778,778,198,1,2025-10-29T15:50:59.338247
136971,763,763,194,1,2025-10-29T15:50:59.339655
136981,764,764,190,1,2025-10-29T15:50:59.340937
136991,768,768,190,1,2025-10-29T15:50:59.342221
137001,776,776,191,1,2025-10-29T15:50:59.343624
137011,760,760,193,1,2025-10-29T15:50:59.344921
137021,768,768,189,1,2025-10-29T15:50:59.346192
137032,476,476,191,1,2025-10-29T15:50:59.347458
137041,156,156,118,1,2025-10-29T15:50:59.348733
137051,17,17,38,1,2025-10-29T15:50:59.349993
137061,3,3,4,1,2025-10-29T15:50:59.450786
137071,9,9,0,0,2025-10-29T15:50:59.519568
137081,16,16,2,1,2025-10-29T15:50:59.525239
137091,6,6,3,1,2025-10-29T15:50:59.528788
137101,16,16,1,1,2025-10-29T15:50:59.533810
137111,6,6,3,1,2025-10-29T15:50:59.536034
137121,22,22,1,1,2025-10-29T15:50:59.540972
137132,23,23,5,1,2025-10-29T15:50:59.542339
137141,19,19,5,1,2025-10-29T15:50:59.545443
137151,22,22,4,1,2025-10-29T15:50:59.546634
137161,4,4,5,1,2025-10-29T15:50:59.547907
137171,19,19,0,0,2025-10-29T15:50:59.549152
137181,17,17,4,1,2025-10-29T15:50:59.648010
137191,1,1,4,1,2025-10-29T15:50:59.720310
137201,19,19,0,0,2025-10-29T15:50:59.721881
137211,4,4,4,1,2025-10-29T15:50:59.729554
137221,7,7,0,0,2025-10-29T15:50:59.734322
137232,6,6,1,1,2025-10-29T15:50:59.738898
137241,20,20,1,1,2025-10-29T15:50:59.744504
137251,24,24,4,1,2025-10-29T15:50:59.747903
137261,22,22,5,1,2025-10-29T15:50:59.847162
137271,22,22,5,1,2025-10-29T15:50:59.915964
137281,10,10,5,1,2025-10-29T15:50:59.918187
137291,20,20,2,1,2025-10-29T15:50:59.919374
137301,8,8,4,1,2025-10-29T15:50:59.920527
137311,18,18,1,1,2025-10-29T15:50:59.921672
137321,18,18,4,1,2025-10-29T15:50:59.927079
137332,18,18,4,1,2025-10-29T15:50:59.931907
137341,9,9,4,1,2025-10-29T15:50:59.933821
137351,18,18,2,1,2025-10-29T15:50:59.934958
137361,18,18,4,1,2025-10-29T15:50:59.938371
137371,18,18,4,1,2025-10-29T15:50:59.945244
137381,19,19,4,1,2025-10-29T15:51:00.063721
137391,2,2,4,1,2025-10-29T15:51:00.109625
137401,19,19,0,0,2025-10-29T15:51:00.110801
137411,23,23,4,1,2025-10-29T15:51:00.114973
137421,21,21,5,1,2025-10-29T15:51:00.119321
137432,22,22,5,1,2025-10-29T15:51:00.122471
137441,7,7,5,1,2025-10-29T15:51:00.126391
137451,20,20,1,1,2025-10-29T15:51:00.127764
137461,4,4,4,1,2025-10-29T15:51:00.132156
137471,20,20,0,0,2025-10-29T15:51:00.137372
137481,21,21,4,1,2025-10-29T15:51:00.237072
137491,3,3,5,1,2025-10-29T15:51:00.307037
137501,7,7,0,0,2025-10-29T15:51:00.308609
137511,20,20,1,1,2025-10-29T15:51:00.312694
137521,20,20,4,1,2025-10-29T15:51:00.316664
137532,8,8,4,1,2025-10-29T15:51:00.319678
137541,9,9,1,1,2025-10-29T15:51:00.320929
137551,18,18,2,1,2025-10-29T15:51:00.326762
137561,7,7,4,1,2025-10-29T15:51:00.329597
137571,7,7,1,1,2025-10-29T15:51:00.332513
137581,25,25,1,1,2025-10-29T15:51:00.428488
137591,7,7,6,1,2025-10-29T15:51:00.497301
137601,17,17,1,1,2025-10-29T15:51:00.500177
137611,16,16,4,1,2025-10-29T15:51:00.504119
137621,19,19,3,1,2025-10-29T15:51:00.511008
137632,20,20,4,1,2025-10-29T15:51:00.512954
137641,18,18,4,1,2025-10-29T15:51:00.514704
137651,18,18,4,1,2025-10-29T15:51:00.515882
137661,18,18,4,1,2025-10-29T15:51:00.517148
137671,19,19,4,1,2025-10-29T15:51:00.518498
137681,18,18,4,1,2025-10-29T15:51:00.520059
137691,1,1,4,1,2025-10-29T15:51:00.521252
137701,7,7,0,0,2025-10-29T15:51:00.522402
137711,0,0,1,1,2025-10-29T15:51:00.527701
137721,19,19,0,0,2025-10-29T15:51:00.648307
137732,10,10,4,1,2025-10-29T15:51:00.691139
137741,7,7,2,1,2025-10-29T15:51:00.693436
137751,22,22,1,1,2025-10-29T15:51:00.696703
137761,19,19,5,1,2025-10-29T15:51:00.698781
137771,23,23,4,1,2025-10-29T15:51:00.702892
137781,26,26,5,1,2025-10-29T15:51:00.707483
137791,8,8,6,1,2025-10-29T15:51:00.709655
137801,18,18,1,1,2025-10-29T15:51:00.710828
137811,126,126,4,1,2025-10-29T15:51:00.714355
137821,328,328,31,1,2025-10-29T15:51:00.810117
137832,424,424,81,1,2025-10-29T15:51:00.879657
137841,511,511,105,1,2025-10-29T15:51:00.883193
137851,587,587,127,1,2025-10-29T15:51:00.885054
137861,632,632,146,1,2025-10-29T15:51:00.887635
137871,699,699,157,1,2025-10-29T15:51:00.889364
137881,703,703,174,1,2025-10-29T15:51:00.891631
137891,700,700,175,1,2025-10-29T15:51:00.893544
137901,717,717,174,1,2025-10-29T15:51:00.895494
137911,730,730,179,1,2025-10-29T15:51:00.896782
137921,751,751,182,1,2025-10-29T15:51:00.898088
137932,747,747,187,1,2025-10-29T15:51:00.899333
137941,764,764,186,1,2025-10-29T15:51:00.900598
137951,747,747,190,1,2025-10-29T15:51:00.901856
137961,763,763,186,1,2025-10-29T15:51:00.903438
137971,767,767,190,1,2025-10-29T15:51:00.904876
137981,792,792,191,1,2025-10-29T15:51:00.906177
137991,778,778,197,1,2025-10-29T15:51:00.907504
138001,794,794,194,1,2025-10-29T15:51:00.908913
138011,784,784,198,1,2025-10-29T15:51:01.013375
138021,776,776,195,1,2025-10-29T15:51:01.072608
138032,764,764,193,1,2025-10-29T15:51:01.074082
138041,776,776,190,1,2025-10-29T15:51:01.075466
138051,793,793,193,1,2025-10-29T15:51:01.076748
138061,782,782,198,1,2025-10-29T15:51:01.078030
138071,797,797,195,1,2025-10-29T15:51:01.079285
138081,794,794,199,1,2025-10-29T15:51:01.080560
138091,761,761,198,1,2025-10-29T15:51:01.081840
138101,794,794,190,1,2025-10-29T15:51:01.083141
138111,784,784,198,1,2025-10-29T15:51:01.084405
138121,776,776,195,1,2025-10-29T15:51:01.085672
138132,777,777,193,1,2025-10-29T15:51:01.086926
138141,791,791,194,1,2025-10-29T15:51:01.088193
138151,378,378,197,1,2025-10-29T15:51:01.089488
138161,73,73,94,1,2025-10-29T15:51:01.090726
138171,17,17,18,1,2025-10-29T15:51:01.091941
138181,7,7,4,1,2025-10-29T15:51:01.095277
138191,4,4,1,1,2025-10-29T15:51:01.098174
138201,8,8,0,0,2025-10-29T15:51:01.101550
138211,8,8,1,1,2025-10-29T15:51:01.104038
138221,22,22,1,1,2025-10-29T15:51:01.203731
138232,20,20,5,1,2025-10-29T15:51:01.267605
138241,7,7,4,1,2025-10-29T15:51:01.271318
138251,16,16,1,1,2025-10-29T15:51:01.273368
138261,4,4,3,1,2025-10-29T15:51:01.278765
138271,23,23,0,0,2025-10-29T15:51:01.283684
138281,21,21,5,1,2025-10-29T15:51:01.287337
138291,9,9,5,1,2025-10-29T15:51:01.294137
138301,17,17,2,1,2025-10-29T15:51:01.392287
138311,18,18,4,1,2025-10-29T15:51:01.463031
138321,20,20,4,1,2025-10-29T15:51:01.469237
138332,23,23,4,1,2025-10-29T15:51:01.471506
138341,17,17,5,1,2025-10-29T15:51:01.472748
138351,9,9,4,1,2025-10-29T15:51:01.474834
138361,6,6,2,1,2025-10-29T15:51:01.476590
138371,8,8,1,1,2025-10-29T15:51:01.480470
138381,18,18,1,1,2025-10-29T15:51:01.484348
138391,6,6,4,1,2025-10-29T15:51:01.485554
138401,19,19,1,1,2025-10-29T15:51:01.488647
138411,20,20,4,1,2025-10-29T15:51:01.588105
138421,18,18,4,1,2025-10-29T15:51:01.664288
138432,22,22,4,1,2025-10-29T15:51:01.667272
138441,9,9,5,1,2025-10-29T15:51:01.668463
138451,20,20,2,1,2025-10-29T15:51:01.669864
138461,18,18,4,1,2025-10-29T15:51:01.675262
138471,5,5,4,1,2025-10-29T15:51:01.680075
138481,19,19,1,1,2025-10-29T15:51:01.681882
138491,4,4,4,1,2025-10-29T15:51:01.685589
138501,25,25,0,0,2025-10-29T15:51:01.805216
138511,9,9,6,1,2025-10-29T15:51:01.849912
138521,4,4,2,1,2025-10-29T15:51:01.853737
138532,18,18,0,0,2025-10-29T15:51:01.857030
138541,10,10,4,1,2025-10-29T15:51:01.859517
138551,5,5,2,1,2025-10-29T15:51:01.864310
138561,17,17,1,1,2025-10-29T15:51:01.865727
138571,22,22,4,1,2025-10-29T15:51:01.869533
138581,19,19,5,1,2025-10-29T15:51:01.875106
138591,6,6,4,1,2025-10-29T15:51:01.877419
138601,25,25,1,1,2025-10-29T15:51:01.925425
138611,5,5,6,1,2025-10-29T15:51:02.043914
138621,17,17,1,1,2025-10-29T15:51:02.049049
138632,17,17,4,1,2025-10-29T15:51:02.053599
138641,17,17,4,1,2025-10-29T15:51:02.058856
138651,22,22,4,1,2025-10-29T15:51:02.061799
138661,18,18,5,1,2025-10-29T15:51:02.063009
138671,19,19,4,1,2025-10-29T15:51:02.064191
138681,19,19,4,1,2025-10-29T15:51:02.065410
138691,5,5,4,1,2025-10-29T15:51:02.066567
138701,8,8,1,1,2025-10-29T15:51:02.067698
138711,9,9,1,1,2025-10-29T15:51:02.070979
138721,7,7,2,1,2025-10-29T15:51:02.162536
138732,9,9,1,1,2025-10-29T15:51:02.229003
138741,7,7,2,1,2025-10-29T15:51:02.230162
138751,21,21,1,1,2025-10-29T15:51:02.231333
138761,8,8,5,1,2025-10-29T15:51:02.232476
138771,19,19,1,1,2025-10-29T15:51:02.236482
138781,18,18,4,1,2025-10-29T15:51:02.239124
138791,16,16,4,1,2025-10-29T15:51:02.241363
138801,18,18,3,1,2025-10-29T15:51:02.245137
138811,10,10,4,1,2025-10-29T15:51:02.247366
138821,25,25,2,1,2025-10-29T15:51:02.248562
138832,7,7,6,1,2025-10-29T15:51:02.249741
138841,3,3,1,1,2025-10-29T15:51:02.251307
138851,8,8,0,0,2025-10-29T15:51:02.254866
138861,19,19,1,1,2025-10-29T15:51:02.257908
138871,8,8,4,1,2025-10-29T15:51:02.259671
138881,9,9,1,1,2025-10-29T15:51:02.375100
138891,4,4,2,1,2025-10-29T15:51:02.428713
138901,22,22,0,0,2025-10-29T15:51:02.431636
138911,19,19,5,1,2025-10-29T15:51:02.432836
138921,19,19,4,1,2025-10-29T15:51:02.436869
138932,222,222,4,1,2025-10-29T15:51:02.440735
138941,375,375,55,1,2025-10-29T15:51:02.443864
138951,472,472,93,1,2025-10-29T15:51:02.448054
138961,527,527,117,1,2025-10-29T15:51:02.451592
138971,617,617,131,1,2025-10-29T15:51:02.454204
138981,668,668,154,1,2025-10-29T15:51:02.457353
138991,670,670,166,1,2025-10-29T15:51:02.575274
139001,695,695,167,1,2025-10-29T15:51:02.622093
139011,701,701,173,1,2025-10-29T15:51:02.623579
139021,760,760,175,1,2025-10-29T15:51:02.624941
139032,762,762,189,1,2025-10-29T15:51:02.626259
139041,760,760,190,1,2025-10-29T15:51:02.627542
139051,748,748,189,1,2025-10-29T15:51:02.628819
139061,746,746,186,1,2025-10-29T15:51:02.630100
139071,780,780,186,1,2025-10-29T15:51:02.632139
139081,775,775,194,1,2025-10-29T15:51:02.633623
139091,736,736,193,1,2025-10-29T15:51:02.634901
139101,777,777,183,1,2025-10-29T15:51:02.636310
139111,750,750,194,1,2025-10-29T15:51:02.637587
139121,751,751,187,1,2025-10-29T15:51:02.638879
139132,791,791,187,1,2025-10-29T15:51:02.640244
139141,764,764,197,1,2025-10-29T15:51:02.641596
139151,792,792,190,1,2025-10-29T15:51:02.642893
139161,751,751,197,1,2025-10-29T15:51:02.644166
139171,780,780,187,1,2025-10-29T15:51:02.645434
139181,792,792,194,1,2025-10-29T15:51:02.646740
139191,777,777,197,1,2025-10-29T15:51:02.648013
139201,810,810,194,1,2025-10-29T15:51:02.746598
139211,791,791,202,1,2025-10-29T15:51:02.809075
139221,761,761,197,1,2025-10-29T15:51:02.810697
139232,796,796,190,1,2025-10-29T15:51:02.811995
139241,761,761,198,1,2025-10-29T15:51:02.813319
139251,768,768,190,1,2025-10-29T15:51:02.814627
139261,687,687,191,1,2025-10-29T15:51:02.816250
139271,301,301,171,1,2025-10-29T15:51:02.817536
139281,20,20,75,1,2025-10-29T15:51:02.818760
139291,7,7,4,1,2025-10-29T15:51:02.819930
139301,9,9,1,1,2025-10-29T15:51:02.823552
139311,9,9,2,1,2025-10-29T15:51:02.829139
139321,9,9,2,1,2025-10-29T15:51:02.831519
139332,20,20,2,1,2025-10-29T15:51:02.833365
139341,8,8,4,1,2025-10-29T15:51:02.834596
139351,6,6,1,1,2025-10-29T15:51:02.835807
